date,temperature,rainfall,solar_rad,wind
20161125,2.08,0.00,7.22,5.13
20161126,3.34,0.00,6.81,2.24
20161127,8.25,0.00,8.28,3.97
20161228,7.83,0.00,11.14,3.38
20161201,10.25,0.00,7.95,4.33
20161202,4.80,0.00,9.81,3.97
20161203,5.38,0.00,7.65,3.06
20161204,7.96,0.00,8.88,3.31
20161205,4.36,0.00,7.22,4.37
20161206,1.95,0.00,8.91,3.74
20161207,7.08,0.00,8.59,1.98
20161208,-0.14,0.00,8.93,4.78
20161209,4.14,0.00,7.57,5.24
20161210,6.65,0.00,7.03,3.93
20161211,10.92,0.00,6.54,4.75
20161212,5.54,0.00,6.03,3.30
20161213,6.59,0.00,8.31,4.05
20161214,4.91,0.00,8.46,2.59
20161215,8.19,0.00,7.48,2.69
20161216,7.74,0.00,7.11,1.29
20161217,3.95,0.00,5.00,3.79
20161218,4.80,0.00,7.20,4.37
20161219,4.83,0.00,10.24,3.10
20161220,8.25,0.00,6.32,4.86
20161221,10.13,0.00,5.06,3.20
20161222,1.14,0.00,5.39,2.16
20161223,2.27,0.00,6.93,3.14
20161224,5.77,0.00,5.00,2.19
20161225,11.04,0.00,11.74,4.89
20161226,8.92,0.00,11.22,3.00
20161227,13.39,0.00,9.40,3.09
20161228,2.29,0.00,7.25,2.63
20161201,0.29,0.00,6.47,3.69
20170101,9.29,0.00,9.88,3.41
20170102,7.02,0.00,8.69,4.52
20170103,6.14,0.00,7.35,4.24
20170104,1.32,0.00,9.19,4.50
20170105,8.25,0.00,7.94,3.40
20170106,9.01,0.00,5.00,4.73
20170107,5.41,0.00,7.14,2.90
20170108,-0.27,0.00,6.70,3.33
20170109,-1.50,0.00,10.00,2.35
20170110,6.25,0.00,6.96,3.57
20170111,7.74,0.00,9.26,4.66
20170112,7.10,0.00,10.72,2.15
20170113,2.83,0.00,6.17,2.66
20170114,11.89,0.00,9.11,3.75
20170115,3.23,0.00,10.62,2.78
20170116,11.31,0.00,8.05,3.32
20170117,5.15,0.00,9.45,1.26
20170118,2.32,0.00,7.57,3.33
20170119,5.16,0.00,9.04,1.90
20170120,2.67,0.00,7.66,3.07
20170121,4.07,0.00,9.80,3.21
20170122,0.23,0.00,5.00,3.78
20170123,1.26,0.00,9.07,4.69
20170124,1.73,0.00,8.08,1.41
20170125,4.40,0.00,9.14,4.52
20170126,0.80,0.00,11.15,4.40
20170127,-3.43,0.00,8.13,3.12
20170128,1.29,0.00,11.42,5.04
20170101,7.31,0.00,12.11,2.14
20170102,3.18,0.00,8.60,4.06
20170103,3.70,0.00,10.26,2.83
20170204,11.75,0.00,13.02,2.36
20170205,12.40,0.00,11.03,3.55
20170206,2.90,0.00,11.87,4.89
20170207,7.40,0.00,9.30,3.05
20170208,11.66,0.00,10.79,1.75
20170209,-1.59,0.00,11.68,4.47
20170210,6.27,0.00,7.16,2.46
20170211,-3.55,0.00,11.57,4.72
20170212,-1.51,0.00,11.95,3.68
20170213,-2.12,0.00,11.02,2.97
20170214,7.40,0.00,9.82,3.73
20170215,5.73,0.00,8.16,3.12
20170216,3.47,0.00,11.94,3.99
20170217,-2.20,0.00,12.32,3.87
20170218,6.71,0.00,12.18,1.56
20170219,3.93,0.00,10.75,2.90
20170220,9.14,0.00,10.10,2.36
20170221,6.74,0.00,9.90,3.73
20170222,4.84,0.00,7.36,3.33
20170223,11.73,0.00,9.74,2.48
20170224,9.54,0.00,14.18,3.40
20170225,5.30,0.00,13.15,4.37
20170226,4.48,0.00,10.00,3.83
20170227,15.16,0.00,13.82,2.97
20170228,11.79,0.00,13.79,2.07
20170201,4.88,4.04,13.79,3.57
20170202,14.42,0.00,11.16,3.30
20170203,6.44,15.38,15.55,4.89
20170204,19.78,0.00,13.66,3.68
20170205,7.59,0.00,17.20,1.09
20170306,7.96,0.00,11.33,2.69
20170307,9.54,0.00,12.48,3.20
20170308,9.03,0.00,8.99,2.87
20170309,5.18,0.00,12.88,3.86
20170310,10.01,0.00,11.26,2.89
20170311,13.69,0.00,14.34,1.83
20170312,13.23,0.00,15.30,2.44
20170313,8.33,0.00,17.63,1.59
20170314,12.45,0.00,16.98,3.64
20170315,6.76,0.00,11.05,4.42
20170316,10.68,0.00,13.66,3.94
20170317,4.55,0.00,13.38,4.89
20170318,12.22,0.00,12.48,4.24
20170319,11.50,0.00,16.78,3.11
20170320,8.98,0.00,13.63,3.12
20170321,11.99,0.00,15.15,2.56
20170322,15.46,0.00,13.50,2.12
20170323,19.74,0.00,18.88,2.34
20170324,8.50,0.00,15.22,3.14
20170325,12.11,0.00,17.95,2.10
20170326,16.34,0.00,21.33,4.07
20170327,17.98,6.22,14.38,2.48
20170328,17.07,0.00,15.27,2.72
20170301,11.32,0.00,15.85,2.17
20170302,10.46,0.00,16.48,3.92
20170303,12.38,0.00,15.14,3.37
20170304,19.34,0.00,15.22,3.70
20170305,13.25,0.00,18.53,3.11
20170306,17.26,0.00,19.41,4.22
20170307,14.63,0.00,15.73,4.39
20170308,11.25,0.00,20.64,1.74
20170409,17.30,0.00,17.28,3.87
20170410,12.11,3.42,16.89,2.95
20170411,12.48,0.00,15.53,1.89
20170412,17.01,0.00,16.92,3.26
20170413,12.68,0.00,15.78,3.63
20170414,14.32,0.00,20.09,1.87
20170415,21.06,0.00,16.03,3.16
20170416,13.84,0.00,17.91,3.67
20170417,16.92,0.00,20.73,4.48
20170418,13.17,0.00,21.14,3.96
20170419,18.39,0.00,15.51,4.42
20170420,10.84,0.00,21.04,1.96
20170421,23.47,0.00,18.59,4.73
20170422,17.84,0.00,19.33,4.06
20170423,28.23,0.00,19.30,5.05
20170424,29.19,0.00,22.34,4.05
20170425,22.38,0.00,16.36,3.52
20170426,19.56,0.00,17.39,4.84
20170427,19.56,0.00,19.44,3.76
20170428,23.61,0.00,18.00,2.81
20170401,20.86,17.42,21.73,4.21
20170402,21.82,7.24,20.64,3.42
20170403,12.55,0.00,20.03,3.58
20170404,24.59,0.00,20.87,2.35
20170405,24.32,0.00,20.40,4.37
20170406,20.80,0.00,20.15,5.41
20170407,15.70,0.00,20.15,3.51
20170408,16.51,0.00,22.30,3.13
20170409,20.98,0.00,23.01,1.86
20170410,28.63,0.00,22.89,2.57
20170511,31.13,0.00,24.90,2.80
20170512,20.89,0.00,22.88,3.78
20170513,28.75,0.00,20.89,1.53
20170514,14.75,0.00,22.83,2.53
20170515,26.41,5.33,18.60,3.81
20170516,26.58,0.00,23.19,3.26
20170517,25.36,0.00,22.29,4.09
20170518,28.05,0.00,23.71,3.76
20170519,27.82,0.00,23.44,3.65
20170520,35.13,0.00,24.54,3.43
20170521,19.48,0.00,24.80,4.21
20170522,28.87,0.00,23.03,2.05
20170523,33.08,0.00,20.40,3.05
20170524,21.12,0.00,21.68,2.26
20170525,24.42,0.00,22.07,4.17
20170526,25.80,0.00,20.17,4.37
20170527,22.06,0.00,20.20,3.94
20170528,22.61,0.00,26.77,3.78
20170501,17.94,0.00,23.30,4.06
20170502,28.92,0.00,25.09,3.39
20170503,22.42,8.94,23.41,1.63
20170504,32.19,9.63,24.79,4.81
20170505,34.65,0.00,25.48,2.47
20170506,27.64,0.00,23.42,1.49
20170507,27.53,0.00,23.80,3.81
20170508,22.55,0.00,23.75,2.40
20170509,28.38,0.00,22.04,4.34
20170510,28.12,0.00,26.62,3.13
20170511,28.67,29.31,25.31,3.07
20170512,32.38,0.00,21.24,3.89
20170513,35.78,0.00,24.17,5.79
20170614,26.53,0.00,24.81,2.40
20170615,33.56,0.00,22.46,3.37
20170616,24.75,0.00,22.91,2.21
20170617,30.82,0.00,21.66,2.92
20170618,33.53,0.00,20.70,4.45
20170619,34.02,0.00,22.98,2.70
20170620,29.82,4.34,23.41,2.98
20170621,30.49,0.00,23.49,2.93
20170622,36.96,0.00,25.03,2.59
20170623,33.13,8.14,29.16,3.50
20170624,26.60,11.51,18.78,2.52
20170625,27.45,0.00,24.31,4.12
20170626,35.18,5.28,24.55,0.59
20170627,29.54,6.56,23.34,4.81
20170628,27.75,0.00,24.47,4.05
20170601,30.40,0.00,22.76,2.04
20170602,27.83,0.00,26.44,3.12
20170603,36.70,2.13,24.35,4.72
20170604,22.79,0.00,24.76,2.60
20170605,31.60,0.00,26.85,4.65
20170606,22.82,0.00,22.32,3.30
20170607,30.64,0.00,25.17,4.26
20170608,31.76,0.00,24.02,2.53
20170609,34.79,0.00,22.05,4.86
20170610,31.31,0.00,23.92,3.20
20170611,34.47,4.04,24.92,3.15
20170612,30.33,0.00,25.21,3.66
20170613,30.79,0.00,27.51,4.91
20170614,27.18,0.00,24.94,3.70
20170615,33.52,0.00,28.86,5.48
20170716,32.01,0.00,24.14,2.72
20170717,34.07,1.84,22.46,2.77
20170718,30.46,0.00,22.87,1.73
20170719,37.66,0.00,26.60,3.61
20170720,34.05,0.00,23.84,2.98
20170721,31.61,0.00,22.82,4.21
20170722,26.12,0.00,24.44,3.90
20170723,36.21,0.00,24.44,4.14
20170724,32.94,0.00,23.31,3.50
20170725,29.69,0.00,25.09,3.89
20170726,36.59,0.00,22.71,3.83
20170727,28.49,7.77,25.10,3.47
20170728,30.12,0.00,25.70,3.29
20170701,28.23,0.00,20.69,2.94
20170702,36.72,0.00,23.70,3.56
20170703,18.25,0.00,24.65,1.25
20170704,36.09,0.00,19.53,5.19
20170705,30.95,0.00,23.27,2.54
20170706,35.95,0.00,25.36,2.10
20170707,33.88,2.73,19.81,5.82
20170708,25.04,0.00,24.15,3.08
20170709,30.64,0.00,24.03,3.52
20170710,30.82,0.97,18.03,2.62
20170711,33.65,0.00,21.55,0.66
20170712,33.28,0.00,22.42,4.59
20170713,35.17,0.00,21.77,2.79
20170714,37.31,0.00,22.39,3.87
20170715,34.45,0.00,21.71,3.20
20170716,29.07,0.00,22.46,1.97
20170717,26.00,0.00,25.01,5.20
20170818,23.43,0.00,20.09,2.74
20170819,29.58,0.00,22.85,0.82
20170820,27.93,0.00,21.86,1.64
20170821,26.26,0.00,23.56,5.07
20170822,25.68,0.00,20.81,3.86
20170823,29.08,0.00,19.96,2.60
20170824,35.83,0.00,22.31,2.40
20170825,27.04,0.00,19.90,5.26
20170826,35.01,0.00,22.01,4.79
20170827,24.60,0.00,23.87,2.42
20170828,31.97,0.00,21.11,2.20
20170801,28.98,0.00,24.22,3.91
20170802,29.58,0.00,21.93,1.62
20170803,24.89,0.00,18.77,1.57
20170804,30.94,0.00,22.84,3.13
20170805,27.17,0.00,21.06,2.96
20170806,30.89,0.00,19.14,4.56
20170807,27.60,0.00,19.85,2.86
20170808,29.46,0.00,16.57,3.21
20170809,27.09,0.00,24.01,3.66
20170810,24.98,0.00,20.69,2.85
20170811,26.79,0.00,19.92,5.16
20170812,32.26,0.00,18.16,2.15
20170813,31.03,0.00,18.82,2.93
20170814,31.10,0.00,18.15,3.13
20170815,20.33,0.00,20.12,2.78
20170816,23.41,0.00,21.40,2.40
20170817,25.43,0.00,23.67,4.28
20170818,27.64,0.00,20.13,3.83
20170819,25.59,0.00,17.55,1.58
20170820,24.62,0.00,16.49,2.92
20170921,19.61,0.00,17.87,2.05
20170922,28.91,0.00,17.05,1.91
20170923,25.33,0.00,19.22,4.17
20170924,28.84,0.00,18.03,1.35
20170925,29.10,0.00,19.57,3.27
20170926,24.96,0.00,11.90,3.03
20170927,35.16,0.00,16.94,3.57
20170928,26.39,0.00,17.25,3.59
20170901,22.38,0.00,19.61,4.09
20170902,25.31,0.00,18.47,2.71
20170903,21.45,0.00,16.14,1.89
20170904,27.24,0.00,19.01,3.16
20170905,28.24,0.00,14.60,3.09
20170906,24.44,0.00,16.13,3.53
20170907,21.53,0.00,18.06,3.25
20170908,19.79,0.00,17.41,1.27
20170909,20.12,0.00,17.03,1.39
20170910,23.59,0.00,17.76,4.07
20170911,22.03,1.58,20.52,3.30
20170912,18.61,0.00,11.70,5.60
20170913,24.58,0.00,14.92,2.42
20170914,22.36,0.00,12.42,4.34
20170915,20.25,0.00,17.28,4.09
20170916,19.18,0.00,17.47,2.95
20170917,22.07,0.00,12.72,1.85
20170918,17.66,0.00,15.08,4.34
20170919,19.14,0.00,15.34,1.39
20170920,20.50,0.00,16.99,2.66
20170921,20.02,0.00,14.96,2.46
20170922,14.13,0.00,15.27,2.28
20171023,25.43,0.00,10.59,4.04
20171024,19.92,0.00,16.84,2.80
20171025,22.37,0.00,17.43,3.41
20171026,19.43,0.00,13.87,3.86
20171027,18.16,0.00,14.03,2.87
20171028,21.15,0.00,11.65,3.11
20171001,11.94,0.00,15.32,5.83
20171002,19.56,0.00,16.47,4.14
20171003,10.74,0.00,14.07,3.71
20171004,18.43,0.00,9.54,3.79
20171005,22.32,0.00,14.24,2.89
20171006,16.89,0.00,14.66,2.50
20171007,17.80,0.00,12.85,2.19
20171008,18.53,0.00,10.19,3.23
20171009,15.57,0.00,11.67,3.51
20171010,18.90,0.00,14.45,3.43
20171011,12.28,0.00,14.43,2.73
20171012,13.81,0.00,15.36,5.38
20171013,15.93,0.00,10.23,3.09
20171014,11.58,0.00,14.53,2.35
20171015,21.17,0.00,10.52,2.04
20171016,17.96,0.00,11.83,0.54
20171017,12.46,0.00,6.19,5.36
20171018,15.86,0.00,10.95,4.33
20171019,19.49,0.00,9.40,5.51
20171020,9.96,0.00,10.62,3.28
20171021,6.38,0.00,8.93,3.27
20171022,14.93,0.00,11.02,4.86
20171023,15.02,0.00,13.80,3.42
20171024,13.91,0.00,10.50,4.73
20171025,10.76,0.00,9.03,3.34
20171126,11.78,0.00,9.87,1.11
20171127,17.38,0.00,12.16,2.40
20171128,14.87,0.00,13.48,3.33
20171101,10.51,0.00,5.93,2.94
20171102,9.45,0.00,9.28,4.38
20171103,10.08,0.00,8.70,2.34
20171104,12.91,0.00,9.33,3.70
20171105,11.46,0.00,11.47,2.12
20171106,7.88,0.00,9.15,4.04
20171107,7.31,0.00,5.45,2.72
20171108,8.91,0.00,11.25,4.12
20171109,14.14,0.00,9.81,3.33
20171110,18.16,0.00,6.72,3.52
20171111,9.39,0.00,10.04,3.61
20171112,7.46,0.00,14.12,2.84
20171113,11.86,0.00,6.03,4.37
20171114,10.50,0.00,11.55,3.76
20171115,6.68,0.00,9.58,5.69
20171116,12.46,0.00,10.70,4.05
20171117,8.82,0.00,7.68,2.11
20171118,10.71,0.00,11.35,3.44
20171119,14.06,0.00,7.79,3.30
20171120,11.95,0.00,7.61,3.43
20171121,10.22,0.00,10.04,4.46
20171122,8.03,0.00,13.47,2.96
20171123,9.57,0.00,9.70,3.30
20171124,5.65,0.00,8.00,3.61
20171125,12.36,0.00,8.12,2.94
20171126,2.11,0.00,9.07,4.19
20171127,10.89,0.00,8.62,3.29
20171228,3.74,0.00,9.60,5.81
20171201,5.90,0.00,15.03,3.65
20171202,5.98,4.63,10.25,1.76
20171203,4.80,0.00,9.38,3.27
20171204,4.87,0.00,8.86,3.12
20171205,3.62,0.00,6.56,3.57
20171206,0.01,0.00,8.38,4.54
20171207,3.30,0.00,7.93,2.99
20171208,-4.55,0.00,8.54,3.50
20171209,2.43,0.00,7.47,4.94
20171210,8.29,0.00,5.58,2.49
20171211,3.76,0.00,11.18,3.72
20171212,1.05,0.00,11.62,3.06
20171213,7.65,0.00,6.86,3.21
20171214,4.09,0.00,8.65,4.50
20171215,-1.93,0.00,9.34,3.59
20171216,9.45,0.00,7.08,2.54
20171217,8.43,0.00,7.07,3.32
20171218,7.16,0.00,6.04,3.93
20171219,0.06,0.00,5.00,3.51
20171220,5.01,0.00,7.40,3.88
20171221,1.67,0.00,7.64,3.92
20171222,-3.17,0.00,7.69,4.22
20171223,0.02,0.00,9.37,4.23
20171224,5.34,0.00,7.99,4.28
20171225,3.36,0.00,5.82,1.76
20171226,4.26,0.00,7.68,3.03
20171227,5.29,0.00,6.73,4.06
20171228,12.26,0.00,7.06,3.86
20171201,1.00,0.00,6.62,2.14
20180101,0.13,0.00,5.00,3.46
20180102,-4.61,0.00,8.88,4.02
20180103,12.48,0.00,10.51,4.00
20180104,8.31,0.00,10.55,3.14
20180105,10.18,0.00,8.58,4.09
20180106,6.59,0.00,13.87,2.70
20180107,-0.89,0.00,8.13,3.49
20180108,7.30,0.00,9.19,3.71
20180109,0.92,0.00,11.51,3.45
20180110,7.56,0.00,8.79,3.68
20180111,8.16,0.00,9.01,4.47
20180112,6.08,0.00,5.00,2.70
20180113,2.95,0.00,5.00,4.60
20180114,5.54,0.00,7.94,3.55
20180115,8.31,0.00,6.91,2.84
20180116,5.34,0.00,8.08,2.85
20180117,6.73,0.00,11.75,3.95
20180118,8.42,0.00,6.34,1.93
20180119,1.64,0.00,8.53,3.95
20180120,1.32,0.00,10.83,1.69
20180121,0.06,0.00,10.80,4.20
20180122,11.56,0.00,9.65,3.38
20180123,3.22,0.48,8.39,2.12
20180124,10.03,0.00,9.77,2.68
20180125,-1.89,0.00,10.01,2.36
20180126,6.47,0.00,11.87,3.07
20180127,1.35,0.00,6.75,2.34
20180128,11.67,0.00,10.70,3.13
20180101,16.36,0.00,9.55,4.30
20180102,3.93,0.00,12.70,4.78
20180103,4.29,0.00,15.88,4.48
20180204,11.26,0.00,10.04,2.40
20180205,1.56,0.00,8.11,2.61
20180206,8.59,0.00,11.27,1.50
20180207,16.33,0.00,10.82,5.29
20180208,5.02,6.03,9.58,5.29
20180209,10.60,0.00,9.00,4.75
20180210,5.62,0.00,10.60,3.98
20180211,-0.17,7.50,11.58,2.37
20180212,7.05,0.00,11.70,2.74
20180213,-1.76,0.00,18.72,1.97
20180214,2.83,0.00,14.01,4.21
20180215,10.02,0.00,13.36,2.68
20180216,11.72,0.00,6.64,3.35
20180217,3.12,0.00,8.73,3.14
20180218,5.67,0.00,10.04,3.38
20180219,8.37,0.00,11.09,3.43
20180220,3.12,0.00,11.82,4.48
20180221,9.97,0.00,13.75,2.62
20180222,11.97,0.00,11.67,2.99
20180223,10.15,0.00,13.27,3.05
20180224,5.50,0.00,10.42,4.62
20180225,4.75,0.00,14.73,1.87
20180226,11.50,0.00,12.57,3.58
20180227,4.23,0.00,13.59,4.04
20180228,11.42,0.00,13.24,2.41
20180201,3.00,0.00,11.79,4.38
20180202,3.07,0.00,14.04,3.00
20180203,7.45,0.00,13.26,2.74
20180204,5.81,0.00,13.79,4.32
20180205,4.13,0.00,10.91,1.43
20180306,6.29,4.51,9.17,4.74
20180307,12.54,0.00,10.18,3.80
20180308,7.36,0.00,13.59,1.72
20180309,14.02,0.00,15.34,4.77
20180310,2.98,0.00,13.17,2.09
20180311,13.37,0.00,11.88,3.94
20180312,10.63,0.00,14.37,4.06
20180313,8.02,0.00,17.65,3.39
20180314,10.74,0.00,15.39,3.99
20180315,12.07,0.00,10.57,4.27
20180316,4.58,0.00,10.66,4.18
20180317,10.77,0.00,14.84,1.21
20180318,8.94,0.00,13.67,3.25
20180319,5.21,0.00,14.37,3.52
20180320,18.05,0.00,13.89,3.68
20180321,7.45,0.00,15.23,3.30
20180322,14.12,0.00,15.30,3.04
20180323,20.94,0.00,19.14,3.31
20180324,13.11,0.00,14.21,2.33
20180325,19.00,0.00,16.67,1.54
20180326,11.21,0.00,14.43,3.58
20180327,9.44,15.88,13.93,5.40
20180328,15.71,0.00,10.74,4.79
20180301,14.49,0.00,19.84,2.03
20180302,21.67,0.00,16.81,1.05
20180303,22.40,0.00,18.00,2.17
20180304,17.22,0.00,19.92,2.44
20180305,6.25,0.00,15.02,3.63
20180306,14.57,0.00,19.72,5.06
20180307,15.68,0.00,17.26,3.14
20180308,15.29,0.00,17.32,1.12
20180409,17.98,0.00,18.15,3.19
20180410,19.54,0.00,17.35,3.88
20180411,14.30,0.00,19.70,3.11
20180412,12.79,0.00,18.53,2.23
20180413,16.59,0.00,18.04,4.03
20180414,19.69,0.00,18.51,4.06
20180415,13.94,0.00,15.92,4.51
20180416,17.70,0.00,17.39,4.03
20180417,18.68,0.00,21.97,3.52
20180418,19.34,0.00,17.03,1.81
20180419,18.73,0.00,18.27,4.06
20180420,19.65,0.00,18.10,4.43
20180421,13.17,0.00,17.97,5.87
20180422,20.68,6.63,18.37,3.39
20180423,19.43,0.00,20.80,3.06
20180424,19.54,0.00,19.46,2.13
20180425,22.95,0.00,20.07,2.64
20180426,19.34,0.00,22.85,2.30
20180427,24.03,0.00,20.36,3.07
20180428,24.36,0.00,24.49,6.27
20180401,18.54,0.00,18.23,2.40
20180402,20.73,0.00,21.54,3.19
20180403,25.69,2.21,16.76,4.72
20180404,20.97,0.00,21.38,2.05
20180405,21.31,0.00,20.31,3.52
20180406,28.38,0.00,23.45,3.39
20180407,15.83,0.00,21.01,2.82
20180408,26.20,0.00,20.21,4.10
20180409,26.09,0.00,21.68,3.48
20180410,25.42,0.00,16.96,3.03
20180511,29.19,0.00,20.88,4.22
20180512,22.47,0.00,21.33,3.20
20180513,20.13,1.32,19.23,3.21
20180514,23.83,0.00,23.76,3.99
20180515,24.25,13.24,20.58,4.25
20180516,29.04,0.00,21.60,3.69
20180517,25.90,14.06,25.88,3.49
20180518,21.58,0.00,22.20,4.31
20180519,23.27,0.00,20.75,2.74
20180520,26.88,0.00,22.55,4.50
20180521,21.56,0.00,20.71,3.02
20180522,26.11,0.00,24.09,2.73
20180523,28.41,0.00,20.10,2.43
20180524,18.14,0.00,18.79,3.58
20180525,36.58,0.47,20.44,3.34
20180526,26.22,0.00,27.18,3.70
20180527,27.52,0.00,21.26,2.77
20180528,22.50,0.00,22.50,4.08
20180501,28.26,0.00,22.73,4.04
20180502,24.77,0.00,22.62,3.48
20180503,21.98,0.00,26.44,4.81
20180504,23.35,2.91,20.71,4.72
20180505,26.65,0.00,23.98,3.80
20180506,26.84,0.00,22.59,4.71
20180507,31.33,6.83,23.17,3.99
20180508,27.88,0.00,19.59,2.20
20180509,24.39,0.00,28.67,2.48
20180510,26.74,0.00,22.65,3.17
20180511,31.38,0.00,24.46,3.64
20180512,27.54,0.00,21.38,3.18
20180513,31.16,2.56,21.45,4.18
20180614,40.82,10.18,23.78,3.94
20180615,34.09,0.00,26.38,2.14
20180616,28.55,0.00,23.89,3.28
20180617,37.00,0.00,25.79,3.85
20180618,37.98,0.00,25.27,4.01
20180619,16.95,0.00,25.97,4.99
20180620,25.81,11.86,22.32,4.06
20180621,33.05,0.00,26.26,3.68
20180622,26.21,0.00,24.02,3.86
20180623,30.79,0.00,22.55,3.05
20180624,25.50,0.00,23.78,4.48
20180625,35.99,4.68,23.62,1.76
20180626,28.85,0.00,24.75,4.35
20180627,34.36,0.00,24.41,3.70
20180628,34.95,0.00,21.46,4.35
20180601,31.45,0.00,22.87,1.83
20180602,30.68,0.00,22.24,5.05
20180603,32.57,1.12,25.36,3.77
20180604,36.22,0.00,25.14,1.58
20180605,36.77,0.00,26.06,1.93
20180606,28.06,0.00,21.70,3.67
20180607,30.21,0.00,24.97,4.80
20180608,31.73,5.62,21.01,4.22
20180609,30.37,0.00,21.16,1.20
20180610,28.75,0.00,22.17,3.43
20180611,30.45,0.00,24.05,3.28
20180612,28.61,0.00,22.18,3.82
20180613,29.95,0.00,25.63,2.06
20180614,33.72,0.00,22.65,4.68
20180615,29.01,0.00,25.03,3.20
20180716,25.26,0.00,22.37,3.80
20180717,28.43,0.00,23.44,3.91
20180718,30.11,0.00,25.50,3.61
20180719,34.09,0.00,21.89,4.04
20180720,33.11,4.47,20.36,4.70
20180721,33.85,0.00,25.56,2.17
20180722,31.24,4.01,25.65,3.47
20180723,31.18,0.00,26.33,5.32
20180724,36.55,0.00,20.91,2.86
20180725,28.38,0.00,25.98,2.83
20180726,37.69,0.00,23.25,3.23
20180727,26.37,0.00,25.19,4.13
20180728,32.75,0.00,23.73,3.84
20180701,41.81,0.00,19.87,1.31
20180702,29.13,0.00,25.29,3.41
20180703,32.61,0.00,21.28,3.39
20180704,33.39,0.00,21.51,3.97
20180705,36.44,0.00,18.39,2.64
20180706,30.24,0.00,22.08,2.99
20180707,35.80,0.00,23.11,2.31
20180708,26.86,0.00,21.28,3.38
20180709,30.92,0.00,23.44,2.36
20180710,28.99,5.08,26.51,1.99
20180711,35.69,0.00,24.52,1.60
20180712,35.09,0.00,24.09,2.62
20180713,32.38,0.00,22.73,2.81
20180714,36.71,0.00,19.22,1.90
20180715,36.89,0.00,20.75,2.64
20180716,29.80,3.24,22.98,3.37
20180717,37.09,0.00,21.90,1.93
20180818,31.27,0.00,25.33,3.78
20180819,34.08,0.00,25.18,4.54
20180820,31.00,0.00,25.10,3.48
20180821,27.47,0.00,18.14,3.65
20180822,29.91,0.00,24.07,2.76
20180823,31.66,0.00,19.76,1.13
20180824,27.20,0.00,20.37,3.69
20180825,30.75,0.00,24.28,2.74
20180826,28.44,0.00,21.72,3.51
20180827,34.85,0.00,21.48,6.48
20180828,31.70,0.00,21.75,3.69
20180801,36.78,2.99,18.49,3.05
20180802,31.23,0.00,16.77,2.36
20180803,26.31,0.00,19.74,3.32
20180804,25.58,0.00,19.28,3.95
20180805,30.14,0.00,21.59,3.04
20180806,25.48,0.00,21.75,4.92
20180807,26.57,0.00,16.45,2.33
20180808,27.80,0.00,19.35,3.28
20180809,29.71,0.00,19.93,3.14
20180810,27.43,0.00,15.92,3.77
20180811,26.03,0.00,20.17,3.33
20180812,29.44,0.00,17.57,2.14
20180813,30.89,0.00,23.65,2.18
20180814,28.08,0.00,19.71,2.35
20180815,28.55,0.00,17.94,1.07
20180816,29.62,7.44,19.73,4.16
20180817,24.92,0.00,19.97,3.79
20180818,29.67,0.00,19.04,5.27
20180819,34.60,0.00,22.88,2.90
20180820,30.57,0.00,17.99,2.62
20180921,29.37,0.00,19.12,3.67
20180922,26.69,0.00,18.34,3.18
20180923,23.14,0.00,16.89,3.62
20180924,29.54,0.00,21.81,4.50
20180925,25.42,0.00,17.65,1.43
20180926,28.32,0.00,14.21,4.13
20180927,22.60,0.00,13.98,3.21
20180928,26.33,0.00,17.25,1.36
20180901,26.49,4.25,19.18,3.16
20180902,27.76,0.00,14.79,3.32
20180903,17.42,0.00,17.47,3.58
20180904,29.18,0.00,14.38,2.68
20180905,25.11,0.00,13.72,3.69
20180906,17.79,1.56,18.02,4.35
20180907,19.89,0.00,16.60,3.77
20180908,23.61,0.00,18.26,3.40
20180909,24.77,3.23,16.98,3.05
20180910,25.26,0.00,16.70,6.00
20180911,19.66,0.00,13.46,3.32
20180912,26.63,0.00,13.82,4.45
20180913,22.99,0.00,16.63,1.99
20180914,14.81,0.00,16.42,1.85
20180915,14.29,0.00,14.97,3.54
20180916,13.86,0.00,13.22,3.42
20180917,20.75,0.00,15.79,3.62
20180918,25.28,0.00,19.19,4.25
20180919,23.29,0.00,11.71,3.72
20180920,17.99,0.00,13.65,3.72
20180921,18.46,0.00,16.27,2.79
20180922,21.40,0.00,11.96,3.53
20181023,17.53,0.00,13.26,3.50
20181024,21.32,0.00,11.11,4.03
20181025,19.36,0.00,13.88,4.96
20181026,18.38,0.00,15.32,3.13
20181027,21.68,0.00,16.55,2.73
20181028,17.07,0.00,17.12,3.57
20181001,23.34,0.00,13.56,1.67
20181002,26.75,0.00,8.79,4.16
20181003,15.53,0.00,12.11,4.10
20181004,17.45,0.00,12.79,2.96
20181005,19.58,0.00,10.29,3.17
20181006,12.39,0.00,12.09,3.74
20181007,16.24,0.00,12.74,4.10
20181008,15.32,0.00,12.69,3.40
20181009,14.57,0.00,13.64,4.96
20181010,14.93,0.00,13.54,4.93
20181011,13.45,0.00,12.34,3.12
20181012,19.79,0.00,13.75,2.78
20181013,15.87,0.00,13.28,2.14
20181014,14.57,0.00,11.60,3.60
20181015,12.75,0.00,9.52,2.87
20181016,14.70,0.00,10.76,3.54
20181017,18.39,0.00,13.66,3.88
20181018,21.16,0.00,12.81,4.67
20181019,12.27,0.00,11.26,3.76
20181020,13.48,0.00,12.93,5.34
